Frame,Person1_head,Person1_neck,Person1_left_ear,Person1_right_ear,Person1_left_shoulder,Person1_left_elbow,Person1_left_hand,Person1_right_shoulder,Person1_right_elbow,Person1_right_hand,Person2_head,Person2_neck,Person2_left_ear,Person2_right_ear,Person2_left_shoulder,Person2_left_elbow,Person2_left_hand,Person2_right_shoulder,Person2_right_elbow,Person2_right_hand,Person3_head,Person3_neck,Person3_left_ear,Person3_right_ear,Person3_left_shoulder,Person3_left_elbow,Person3_left_hand,Person3_right_shoulder,Person3_right_elbow,Person3_right_hand,Person4_head,Person4_neck,Person4_left_ear,Person4_right_ear,Person4_left_shoulder,Person4_left_elbow,Person4_left_hand,Person4_right_shoulder,Person4_right_elbow,Person4_right_hand
149,"(236.27,384.18,1.00)","(248.07,441.28,1.00)","(203.89,408.78,1.00)","(273.59,382.74,1.00)","(184.34,450.32,0.98)","(0.00,0.00,0.47)","(195.26,337.47,0.69)","(313.05,427.25,0.98)","(283.12,350.87,0.96)","(224.69,303.67,0.97)","(565.90,216.67,1.00)","(574.26,297.82,1.00)","(524.67,249.50,1.00)","(609.13,238.11,1.00)","(487.23,308.22,1.00)","(427.90,318.54,0.99)","(430.91,249.58,0.99)","(636.32,307.27,1.00)","(699.36,327.94,1.00)","(684.21,234.10,1.00)","(897.37,302.23,1.00)","(882.74,361.32,1.00)","(862.12,306.51,1.00)","(928.63,327.28,1.00)","(827.22,374.65,1.00)","(800.45,299.00,0.99)","(848.82,283.42,0.58)","(956.99,384.59,0.99)","(995.22,345.60,1.00)","(985.36,274.60,1.00)","(1225.67,310.23,1.00)","(1219.31,364.18,1.00)","(1184.69,330.71,1.00)","(1247.93,323.13,1.00)","(1147.31,362.44,1.00)","(1105.35,333.41,1.00)","(1152.62,299.13,0.95)","(1256.86,352.22,0.99)","(1253.45,314.66,0.97)","(1246.58,258.72,1.00)"
150,"(236.07,384.79,1.00)","(248.57,441.57,1.00)","(203.99,409.27,1.00)","(273.36,381.97,1.00)","(183.71,451.21,0.98)","(0.00,0.00,0.39)","(196.76,335.86,0.61)","(313.61,427.96,0.98)","(283.27,351.23,0.96)","(223.68,304.47,0.96)","(565.19,216.44,1.00)","(575.67,297.14,1.00)","(524.31,248.77,1.00)","(609.26,235.99,1.00)","(488.00,308.35,1.00)","(428.36,318.99,0.99)","(432.03,249.28,0.97)","(637.50,307.38,1.00)","(700.41,328.52,1.00)","(684.31,234.41,1.00)","(898.15,303.08,1.00)","(881.55,361.88,1.00)","(863.47,305.73,1.00)","(928.85,329.09,1.00)","(825.67,373.45,1.00)","(799.78,297.85,0.99)","(847.16,284.80,0.59)","(957.31,385.03,0.99)","(995.93,346.12,1.00)","(984.20,273.23,1.00)","(1225.61,311.94,1.00)","(1218.16,364.78,1.00)","(1183.85,331.25,1.00)","(1248.29,322.60,1.00)","(1146.78,362.90,1.00)","(1105.05,332.96,1.00)","(1150.75,297.24,0.86)","(1255.58,350.90,0.99)","(1252.73,313.48,0.98)","(1242.81,257.74,1.00)"
151,"(236.74,383.67,1.00)","(251.37,440.87,1.00)","(204.92,412.93,1.00)","(273.35,383.22,1.00)","(179.78,447.20,1.00)","(176.31,397.60,0.85)","(191.76,340.96,0.81)","(316.73,423.94,0.99)","(293.00,349.36,0.95)","(223.96,303.03,0.98)","(565.68,216.40,1.00)","(576.02,297.90,1.00)","(524.94,250.39,1.00)","(609.39,237.10,1.00)","(489.80,306.62,1.00)","(429.34,318.77,0.99)","(433.00,250.07,0.96)","(636.89,306.38,1.00)","(699.01,328.27,1.00)","(684.37,234.91,1.00)","(898.44,302.97,1.00)","(881.09,362.19,1.00)","(863.55,305.50,1.00)","(928.93,329.60,1.00)","(825.81,372.10,1.00)","(800.46,298.02,0.99)","(848.13,284.52,0.51)","(956.40,384.84,0.99)","(995.07,346.22,1.00)","(984.25,273.22,1.00)","(1225.63,309.29,1.00)","(1219.29,363.74,1.00)","(1184.81,330.27,1.00)","(1248.05,323.52,1.00)","(1148.45,361.36,1.00)","(1105.43,334.45,1.00)","(1152.79,299.39,0.95)","(1256.62,351.52,0.99)","(1253.75,314.76,0.97)","(1246.93,259.13,1.00)"
152,"(235.71,381.69,1.00)","(249.13,441.72,1.00)","(202.87,412.75,1.00)","(271.70,381.87,1.00)","(177.68,447.21,1.00)","(177.01,393.21,0.85)","(193.33,339.41,0.56)","(315.86,424.25,0.99)","(296.83,350.12,0.94)","(224.26,305.96,0.98)","(565.82,216.59,1.00)","(575.88,297.49,1.00)","(524.94,249.68,1.00)","(609.50,236.76,1.00)","(489.06,307.15,1.00)","(429.34,318.74,0.99)","(432.42,249.89,0.97)","(637.12,306.71,1.00)","(699.17,328.16,1.00)","(684.16,234.68,1.00)","(897.65,302.82,1.00)","(881.90,360.93,1.00)","(862.39,305.69,1.00)","(928.89,327.38,1.00)","(826.92,373.74,1.00)","(799.98,299.01,0.99)","(847.54,283.32,0.64)","(957.20,384.32,0.99)","(995.19,345.82,1.00)","(984.24,274.73,1.00)","(1225.56,309.66,1.00)","(1219.21,363.87,1.00)","(1184.75,330.51,1.00)","(1247.90,323.54,1.00)","(1148.15,361.70,1.00)","(1105.30,334.36,1.00)","(1152.76,299.47,0.95)","(1256.53,351.81,0.99)","(1253.63,314.88,0.97)","(1246.82,259.12,1.00)"
153,"(235.88,381.46,1.00)","(249.81,441.43,1.00)","(203.10,412.98,1.00)","(271.81,381.43,1.00)","(177.98,446.87,1.00)","(176.95,393.26,0.83)","(0.00,0.00,0.47)","(316.19,423.32,0.99)","(297.04,349.99,0.95)","(224.00,305.75,0.98)","(565.73,216.37,1.00)","(576.03,297.85,1.00)","(524.93,250.30,1.00)","(609.41,237.09,1.00)","(489.83,306.60,1.00)","(429.34,318.82,0.99)","(433.09,250.16,0.96)","(636.97,306.42,1.00)","(698.99,328.31,1.00)","(684.48,234.95,1.00)","(897.50,302.53,1.00)","(881.98,361.47,1.00)","(862.16,306.14,1.00)","(928.99,327.59,1.00)","(827.06,373.85,1.00)","(800.66,299.23,0.99)","(848.37,283.49,0.56)","(957.06,384.39,0.99)","(995.16,345.88,1.00)","(984.30,274.74,1.00)","(1225.55,309.26,1.00)","(1219.26,363.62,1.00)","(1184.76,330.16,1.00)","(1247.96,323.39,1.00)","(1148.39,361.27,1.00)","(1105.31,334.52,1.00)","(1152.71,299.43,0.96)","(1256.58,351.37,0.99)","(1253.72,314.65,0.97)","(1246.92,259.07,1.00)"
154,"(237.94,386.35,1.00)","(253.74,441.06,1.00)","(206.08,414.93,1.00)","(274.32,382.35,1.00)","(178.75,447.89,1.00)","(175.15,396.53,0.96)","(192.88,337.71,0.96)","(317.74,424.15,0.99)","(297.18,348.97,0.96)","(231.54,302.07,0.97)","(565.93,216.79,1.00)","(575.47,297.52,1.00)","(524.94,248.80,1.00)","(609.61,237.31,1.00)","(489.53,307.18,1.00)","(429.61,318.62,0.99)","(432.71,249.70,0.97)","(637.09,306.96,1.00)","(699.23,328.00,1.00)","(684.05,234.56,1.00)","(898.03,303.13,1.00)","(880.02,362.04,1.00)","(863.67,304.86,1.00)","(928.22,329.88,1.00)","(825.30,371.83,1.00)","(800.38,297.97,0.99)","(847.72,284.20,0.54)","(956.02,384.50,0.99)","(995.38,346.52,1.00)","(984.11,273.55,1.00)","(1225.39,309.61,1.00)","(1219.18,363.98,1.00)","(1184.71,330.79,1.00)","(1247.72,323.42,1.00)","(1148.73,361.86,1.00)","(1105.54,334.63,1.00)","(1152.65,299.41,0.95)","(1256.39,351.53,0.99)","(1253.55,314.76,0.97)","(1246.57,259.05,1.00)"
155,"(238.03,386.39,1.00)","(254.56,441.30,1.00)","(206.23,415.50,1.00)","(274.41,381.82,1.00)","(178.42,448.19,1.00)","(175.17,396.39,0.95)","(193.25,337.37,0.95)","(318.25,424.33,0.99)","(297.73,349.13,0.96)","(231.55,302.36,0.97)","(565.85,216.80,1.00)","(575.50,297.71,1.00)","(525.02,249.30,1.00)","(609.46,237.39,1.00)","(489.61,307.00,1.00)","(429.55,318.41,0.99)","(433.08,249.60,0.97)","(636.89,306.77,1.00)","(699.15,327.99,1.00)","(684.05,234.57,1.00)","(897.82,302.83,1.00)","(880.22,362.53,1.00)","(863.33,305.36,1.00)","(928.28,329.87,1.00)","(825.28,372.08,1.00)","(800.86,298.31,0.99)","(0.00,0.00,0.46)","(955.90,384.63,0.99)","(995.32,346.43,1.00)","(984.24,273.35,1.00)","(1225.50,309.33,1.00)","(1219.21,363.99,1.00)","(1184.67,330.59,1.00)","(1247.92,323.55,1.00)","(1148.74,361.52,1.00)","(1105.60,334.73,1.00)","(1152.77,299.45,0.95)","(1256.52,351.54,0.99)","(1253.72,314.86,0.97)","(1246.82,259.13,1.00)"
156,"(237.91,386.31,1.00)","(254.20,440.97,1.00)","(206.33,415.29,1.00)","(274.23,382.01,1.00)","(179.00,447.86,1.00)","(174.99,396.59,0.96)","(192.71,337.79,0.96)","(318.01,423.80,0.99)","(297.11,348.86,0.96)","(230.97,301.99,0.97)","(565.85,216.78,1.00)","(575.42,297.47,1.00)","(524.93,248.87,1.00)","(609.50,237.22,1.00)","(489.47,307.17,1.00)","(429.65,318.62,0.99)","(432.77,249.75,0.97)","(637.01,306.88,1.00)","(699.31,328.02,1.00)","(683.91,234.53,1.00)","(898.00,303.09,1.00)","(880.03,362.03,1.00)","(863.66,304.86,1.00)","(928.22,329.83,1.00)","(825.27,371.87,1.00)","(800.34,297.94,0.99)","(847.72,284.16,0.53)","(956.04,384.53,0.99)","(995.41,346.49,1.00)","(984.09,273.52,1.00)","(1225.42,309.59,1.00)","(1219.16,364.04,1.00)","(1184.70,330.76,1.00)","(1247.75,323.48,1.00)","(1148.69,361.83,1.00)","(1105.56,334.62,1.00)","(1152.67,299.46,0.95)","(1256.40,351.64,0.99)","(1253.59,314.83,0.97)","(1246.63,259.13,1.00)"
157,"(237.87,388.71,1.00)","(256.62,441.38,1.00)","(207.05,419.13,1.00)","(273.13,383.56,1.00)","(178.29,446.40,1.00)","(174.11,397.02,0.97)","(194.89,342.36,0.93)","(318.44,425.76,1.00)","(306.10,355.88,0.98)","(239.78,298.83,0.99)","(566.11,216.33,1.00)","(574.12,297.46,1.00)","(525.14,249.22,1.00)","(609.37,238.31,1.00)","(488.06,306.86,1.00)","(429.43,318.74,0.99)","(432.02,249.74,0.98)","(635.63,306.47,1.00)","(698.36,327.62,1.00)","(683.58,234.03,1.00)","(897.13,302.37,1.00)","(881.27,361.67,1.00)","(861.87,306.01,1.00)","(928.42,327.74,1.00)","(826.70,373.60,1.00)","(800.58,299.55,0.99)","(848.16,283.66,0.59)","(956.41,384.10,0.99)","(994.96,346.05,1.00)","(984.08,274.80,1.00)","(1225.56,308.92,1.00)","(1218.96,363.94,1.00)","(1184.79,330.71,1.00)","(1247.92,323.23,1.00)","(1148.96,361.23,1.00)","(1105.83,334.77,1.00)","(1152.43,299.25,0.94)","(1256.28,351.29,0.99)","(1253.81,315.00,0.98)","(1246.65,259.07,1.00)"
158,"(237.98,388.18,1.00)","(256.21,441.59,1.00)","(206.70,418.61,1.00)","(273.59,383.74,1.00)","(178.28,446.53,1.00)","(174.06,396.79,0.98)","(194.49,342.16,0.94)","(318.54,426.20,1.00)","(306.64,355.99,0.98)","(240.87,298.58,0.99)","(565.91,215.94,1.00)","(574.62,297.55,1.00)","(524.84,248.72,1.00)","(609.42,238.06,1.00)","(489.12,306.47,1.00)","(429.57,318.36,0.99)","(432.41,250.46,0.97)","(636.09,306.30,1.00)","(698.63,327.36,1.00)","(683.76,233.59,1.00)","(896.73,302.64,1.00)","(881.15,362.36,1.00)","(861.56,306.86,1.00)","(928.25,328.25,1.00)","(826.51,371.88,1.00)","(800.59,299.65,0.99)","(0.00,0.00,0.49)","(955.87,382.37,0.99)","(994.70,346.69,1.00)","(984.87,274.36,1.00)","(1225.48,309.24,1.00)","(1219.09,364.26,1.00)","(1184.82,331.34,1.00)","(1247.90,323.05,1.00)","(1149.76,361.23,1.00)","(1106.19,334.72,1.00)","(1151.81,299.13,0.93)","(1256.36,350.44,0.99)","(1253.75,314.46,0.98)","(1246.29,258.35,1.00)"
159,"(238.16,388.18,1.00)","(256.20,441.50,1.00)","(206.71,418.42,1.00)","(273.75,383.63,1.00)","(178.55,446.43,1.00)","(173.96,396.70,0.98)","(194.09,342.09,0.94)","(318.45,426.19,1.00)","(306.66,356.07,0.98)","(240.90,298.50,0.99)","(565.97,216.20,1.00)","(574.56,297.45,1.00)","(524.91,248.48,1.00)","(609.57,238.13,1.00)","(489.02,306.48,1.00)","(429.65,318.54,0.99)","(432.06,250.27,0.98)","(636.18,306.49,1.00)","(698.47,327.46,1.00)","(684.01,233.96,1.00)","(896.94,302.98,1.00)","(881.08,362.26,1.00)","(861.69,306.73,1.00)","(928.29,328.23,1.00)","(826.41,372.21,1.00)","(800.57,299.89,0.99)","(847.84,283.62,0.54)","(955.76,382.51,0.99)","(994.47,346.51,1.00)","(984.80,274.33,1.00)","(1225.51,309.44,1.00)","(1219.15,364.27,1.00)","(1184.88,331.60,1.00)","(1247.88,322.98,1.00)","(1149.88,361.55,1.00)","(1106.20,334.74,1.00)","(1151.80,299.00,0.93)","(1256.41,350.32,0.99)","(1253.67,314.40,0.98)","(1246.19,258.26,1.00)"
160,"(240.27,390.02,1.00)","(257.54,438.56,1.00)","(209.12,417.70,1.00)","(272.54,382.39,1.00)","(179.00,442.62,1.00)","(175.13,392.92,0.88)","(196.24,338.08,0.86)","(318.92,424.91,1.00)","(313.69,360.14,0.99)","(246.11,303.84,0.99)","(566.24,215.47,1.00)","(574.48,297.45,1.00)","(524.91,248.80,1.00)","(609.56,237.90,1.00)","(488.79,306.61,1.00)","(429.03,318.61,0.99)","(432.40,250.90,0.98)","(635.87,306.07,1.00)","(698.02,327.18,1.00)","(683.22,233.14,1.00)","(896.77,303.16,1.00)","(880.53,361.65,1.00)","(861.90,306.21,1.00)","(927.63,328.70,1.00)","(826.55,371.67,1.00)","(800.31,299.40,0.99)","(847.72,283.45,0.59)","(955.24,382.29,0.99)","(994.23,346.68,1.00)","(984.52,274.36,1.00)","(1225.43,309.91,1.00)","(1219.61,364.47,1.00)","(1184.89,332.15,1.00)","(1247.85,322.94,1.00)","(1149.80,362.55,1.00)","(1106.54,334.79,1.00)","(1152.21,299.07,0.93)","(1256.74,350.43,0.99)","(1253.43,314.00,0.97)","(1245.84,258.22,1.00)"
161,"(240.13,390.06,1.00)","(257.16,438.66,1.00)","(208.87,417.41,1.00)","(272.64,382.76,1.00)","(178.90,442.84,1.00)","(175.09,392.99,0.89)","(196.31,338.22,0.87)","(318.81,425.34,1.00)","(313.75,360.52,0.99)","(246.05,304.07,1.00)","(566.18,215.57,1.00)","(574.32,297.17,1.00)","(524.85,248.38,1.00)","(609.44,237.60,1.00)","(488.78,306.69,1.00)","(429.12,318.77,0.99)","(432.52,250.89,0.97)","(635.93,306.05,1.00)","(697.87,327.22,1.00)","(683.03,233.09,1.00)","(896.78,303.05,1.00)","(880.47,361.63,1.00)","(861.86,306.19,1.00)","(927.58,328.41,1.00)","(826.38,372.11,1.00)","(800.15,299.64,0.99)","(847.43,283.74,0.60)","(955.21,382.48,0.99)","(994.18,346.67,1.00)","(984.40,274.39,1.00)","(1225.41,310.09,1.00)","(1219.71,364.36,1.00)","(1184.92,332.20,1.00)","(1247.77,322.82,1.00)","(1149.73,362.69,1.00)","(1106.44,334.72,1.00)","(1152.32,299.02,0.93)","(1256.77,350.39,0.99)","(1253.35,313.90,0.97)","(1245.76,258.14,1.00)"
162,"(240.31,389.73,1.00)","(257.40,438.52,1.00)","(209.20,417.45,1.00)","(272.68,382.64,1.00)","(179.11,442.40,1.00)","(175.08,392.90,0.90)","(195.98,338.18,0.87)","(318.88,424.79,1.00)","(313.51,360.00,0.99)","(246.31,303.82,0.99)","(566.30,215.43,1.00)","(574.42,297.49,1.00)","(524.91,248.76,1.00)","(609.59,237.98,1.00)","(488.74,306.58,1.00)","(429.03,318.55,0.99)","(432.42,250.87,0.98)","(635.82,306.04,1.00)","(698.00,327.15,1.00)","(683.12,233.04,1.00)","(896.72,303.05,1.00)","(880.37,361.69,1.00)","(861.87,306.11,1.00)","(927.58,328.76,1.00)","(826.48,371.56,1.00)","(800.35,299.46,0.99)","(847.66,283.41,0.57)","(955.14,382.19,0.99)","(994.17,346.73,1.00)","(984.54,274.36,1.00)","(1225.43,309.92,1.00)","(1219.60,364.52,1.00)","(1184.86,332.19,1.00)","(1247.86,322.93,1.00)","(1149.78,362.55,1.00)","(1106.56,334.78,1.00)","(1152.20,299.02,0.93)","(1256.75,350.46,0.99)","(1253.44,314.03,0.97)","(1245.82,258.21,1.00)"
163,"(236.09,371.75,1.00)","(249.05,435.97,1.00)","(206.34,404.21,1.00)","(273.80,379.46,1.00)","(189.05,442.24,1.00)","(174.32,393.02,1.00)","(192.58,334.65,1.00)","(311.25,424.67,1.00)","(313.11,365.42,0.99)","(256.33,305.55,1.00)","(565.59,216.00,1.00)","(572.78,296.68,1.00)","(524.20,246.14,1.00)","(609.12,237.57,1.00)","(486.75,307.23,1.00)","(427.68,319.17,1.00)","(431.40,250.97,0.98)","(636.11,307.16,1.00)","(698.95,326.87,1.00)","(684.04,232.70,1.00)","(897.18,304.92,1.00)","(881.76,362.00,1.00)","(862.16,307.61,1.00)","(928.22,328.21,1.00)","(826.62,372.28,1.00)","(800.57,299.34,0.99)","(847.70,284.47,0.70)","(956.62,382.15,0.99)","(994.38,345.55,1.00)","(984.46,274.12,1.00)","(1224.97,308.61,1.00)","(1219.24,363.95,1.00)","(1184.54,330.25,1.00)","(1247.74,322.89,1.00)","(1148.87,361.13,1.00)","(1105.78,334.26,1.00)","(1152.38,299.54,0.94)","(1256.23,350.74,0.99)","(1253.61,314.37,0.97)","(1246.60,258.97,1.00)"
164,"(236.25,371.74,1.00)","(248.96,435.98,1.00)","(206.31,403.95,1.00)","(273.98,379.70,1.00)","(189.04,442.03,1.00)","(174.34,392.88,1.00)","(192.70,334.68,1.00)","(311.17,424.58,1.00)","(312.82,365.27,0.99)","(256.26,305.63,1.00)","(565.69,215.69,1.00)","(573.00,296.90,1.00)","(524.20,246.46,1.00)","(609.14,237.44,1.00)","(486.90,307.17,1.00)","(427.66,318.97,1.00)","(431.21,250.91,0.98)","(636.02,306.96,1.00)","(698.98,326.81,1.00)","(684.04,232.74,1.00)","(897.11,304.82,1.00)","(881.89,362.33,1.00)","(862.07,307.83,1.00)","(928.25,328.25,1.00)","(826.70,372.14,1.00)","(800.71,299.51,0.99)","(847.51,284.47,0.69)","(956.54,381.96,0.99)","(994.26,345.65,1.00)","(984.62,273.93,1.00)","(1224.94,308.47,1.00)","(1219.25,364.08,1.00)","(1184.60,330.36,1.00)","(1247.78,322.88,1.00)","(1149.18,361.12,1.00)","(1105.97,334.47,1.00)","(1152.19,299.41,0.94)","(1256.20,350.71,0.99)","(1253.63,314.44,0.97)","(1246.53,258.93,1.00)"
165,"(236.05,371.72,1.00)","(249.01,435.97,1.00)","(206.32,404.14,1.00)","(273.82,379.52,1.00)","(189.13,442.18,1.00)","(174.32,393.07,1.00)","(192.56,334.59,1.00)","(311.25,424.50,1.00)","(312.97,365.27,0.99)","(256.16,305.44,1.00)","(565.71,215.92,1.00)","(572.82,296.75,1.00)","(524.37,246.24,1.00)","(609.27,237.70,1.00)","(486.84,307.07,1.00)","(427.61,319.27,1.00)","(431.08,250.81,0.98)","(636.02,307.14,1.00)","(698.72,326.87,1.00)","(684.28,232.84,1.00)","(897.27,304.72,1.00)","(882.07,362.26,1.00)","(862.10,307.88,1.00)","(928.35,328.10,1.00)","(826.74,372.10,1.00)","(800.69,299.42,0.99)","(847.64,284.43,0.69)","(956.54,381.89,0.99)","(994.24,345.62,1.00)","(984.46,274.19,1.00)","(1224.96,308.59,1.00)","(1219.30,364.13,1.00)","(1184.54,330.35,1.00)","(1247.80,323.07,1.00)","(1148.96,361.15,1.00)","(1105.82,334.39,1.00)","(1152.41,299.60,0.94)","(1256.29,350.96,0.99)","(1253.62,314.48,0.97)","(1246.60,259.04,1.00)"
166,"(233.05,367.58,1.00)","(251.16,430.04,1.00)","(203.53,400.54,1.00)","(271.94,372.99,1.00)","(184.99,435.64,1.00)","(170.50,388.68,0.97)","(184.27,336.06,0.89)","(313.14,416.92,0.99)","(304.97,354.54,0.97)","(236.74,294.48,1.00)","(565.10,215.74,1.00)","(573.99,297.37,1.00)","(524.06,247.03,1.00)","(608.87,237.31,1.00)","(489.06,306.20,1.00)","(427.78,318.95,1.00)","(431.11,251.11,0.98)","(636.41,306.74,1.00)","(699.05,327.39,1.00)","(684.68,233.06,1.00)","(897.44,303.89,1.00)","(882.36,362.09,1.00)","(862.16,307.45,1.00)","(928.46,327.63,1.00)","(827.04,371.91,1.00)","(800.82,299.72,0.99)","(847.76,284.26,0.69)","(956.14,381.88,0.99)","(994.23,346.07,1.00)","(984.51,274.39,1.00)","(1224.98,308.49,1.00)","(1219.20,363.80,1.00)","(1184.69,330.15,1.00)","(1247.80,322.92,1.00)","(1149.49,360.99,1.00)","(1105.83,334.86,1.00)","(1151.95,299.39,0.94)","(1256.11,350.22,0.99)","(1253.55,314.04,0.98)","(1246.28,258.90,1.00)"
167,"(233.27,367.40,1.00)","(250.94,430.29,1.00)","(203.62,400.33,1.00)","(272.20,373.39,1.00)","(185.32,435.56,1.00)","(170.49,388.81,0.97)","(184.12,336.23,0.90)","(312.91,417.17,0.99)","(304.91,354.74,0.97)","(237.08,294.57,1.00)","(565.07,215.84,1.00)","(574.00,297.25,1.00)","(524.09,247.01,1.00)","(608.84,237.21,1.00)","(488.94,306.37,1.00)","(427.76,318.91,1.00)","(430.85,250.84,0.98)","(636.31,306.83,1.00)","(698.81,327.29,1.00)","(684.64,233.16,1.00)","(897.50,303.98,1.00)","(882.22,362.01,1.00)","(862.10,307.34,1.00)","(928.49,327.57,1.00)","(826.84,372.01,1.00)","(800.83,299.57,0.99)","(847.80,284.19,0.69)","(956.24,382.04,0.99)","(994.26,345.83,1.00)","(984.51,274.37,1.00)","(1225.04,308.75,1.00)","(1219.24,363.75,1.00)","(1184.72,330.31,1.00)","(1247.77,322.93,1.00)","(1149.14,361.26,1.00)","(1105.71,334.74,1.00)","(1152.13,299.47,0.94)","(1256.18,350.46,0.99)","(1253.46,314.15,0.97)","(1246.38,259.03,1.00)"
168,"(233.25,367.56,1.00)","(250.98,430.15,1.00)","(203.56,400.35,1.00)","(272.11,373.27,1.00)","(185.15,435.55,1.00)","(170.53,388.79,0.97)","(184.48,336.28,0.89)","(313.03,416.95,0.99)","(304.94,354.65,0.97)","(236.95,294.62,1.00)","(565.12,215.77,1.00)","(574.05,297.39,1.00)","(524.07,247.10,1.00)","(608.91,237.31,1.00)","(489.13,306.21,1.00)","(427.81,318.92,1.00)","(431.08,251.10,0.98)","(636.40,306.73,1.00)","(698.95,327.27,1.00)","(684.71,232.95,1.00)","(897.41,303.89,1.00)","(882.25,362.19,1.00)","(862.06,307.50,1.00)","(928.48,327.66,1.00)","(826.90,371.73,1.00)","(800.89,299.74,0.99)","(847.88,284.19,0.67)","(956.11,381.79,0.99)","(994.24,346.07,1.00)","(984.55,274.37,1.00)","(1224.99,308.51,1.00)","(1219.21,363.85,1.00)","(1184.69,330.24,1.00)","(1247.79,322.92,1.00)","(1149.43,361.04,1.00)","(1105.80,334.82,1.00)","(1151.97,299.40,0.94)","(1256.11,350.25,0.99)","(1253.53,314.07,0.98)","(1246.34,258.94,1.00)"
169,"(232.07,359.85,1.00)","(251.38,423.53,1.00)","(201.74,399.34,1.00)","(265.24,365.32,1.00)","(179.45,439.18,1.00)","(172.80,386.37,0.98)","(177.97,328.59,0.97)","(313.45,412.26,0.99)","(299.37,346.86,0.99)","(222.90,279.14,1.00)","(564.58,215.42,1.00)","(574.19,297.42,1.00)","(523.88,247.47,1.00)","(608.56,236.94,1.00)","(489.47,305.98,1.00)","(427.78,319.06,1.00)","(431.14,251.07,0.98)","(636.50,306.50,1.00)","(699.25,327.62,1.00)","(685.01,233.19,1.00)","(897.44,304.67,1.00)","(883.14,362.40,1.00)","(861.49,308.90,1.00)","(928.93,327.04,1.00)","(827.21,372.52,1.00)","(800.51,299.96,0.99)","(847.65,284.65,0.75)","(957.13,381.89,0.99)","(994.35,345.81,1.00)","(984.65,274.24,1.00)","(1225.05,308.75,1.00)","(1219.44,363.85,1.00)","(1184.84,330.47,1.00)","(1247.74,322.81,1.00)","(1149.42,361.57,1.00)","(1105.73,334.98,1.00)","(1152.20,299.61,0.94)","(1256.26,350.24,0.99)","(1253.41,313.87,0.97)","(1246.29,258.90,1.00)"
170,"(231.92,359.73,1.00)","(251.56,423.41,1.00)","(201.76,399.54,1.00)","(264.99,365.26,1.00)","(179.53,438.83,1.00)","(172.80,386.43,0.98)","(177.97,328.74,0.97)","(313.55,411.92,0.99)","(299.49,346.67,0.99)","(223.05,279.26,1.00)","(564.82,215.12,1.00)","(574.36,297.75,1.00)","(524.00,247.73,1.00)","(608.74,237.17,1.00)","(490.03,305.58,1.00)","(428.13,318.91,1.00)","(431.07,251.08,0.98)","(636.42,306.23,1.00)","(699.19,327.59,1.00)","(685.04,233.16,1.00)","(897.42,304.44,1.00)","(882.97,362.54,1.00)","(861.63,308.68,1.00)","(928.83,327.35,1.00)","(827.28,372.09,1.00)","(800.81,299.96,0.99)","(847.84,284.52,0.70)","(956.68,381.64,0.99)","(994.18,345.85,1.00)","(984.69,274.26,1.00)","(1225.09,308.50,1.00)","(1219.31,363.95,1.00)","(1184.84,330.36,1.00)","(1247.80,322.90,1.00)","(1149.66,361.20,1.00)","(1105.87,334.93,1.00)","(1152.02,299.44,0.94)","(1256.16,350.13,0.99)","(1253.46,314.00,0.97)","(1246.30,258.94,1.00)"
171,"(232.15,359.76,1.00)","(251.15,423.70,1.00)","(201.56,399.06,1.00)","(265.48,365.66,1.00)","(179.57,439.30,1.00)","(172.87,386.69,0.98)","(177.91,328.91,0.97)","(313.49,412.27,0.99)","(299.33,346.75,0.99)","(222.90,279.21,1.00)","(564.78,215.25,1.00)","(574.11,297.46,1.00)","(524.08,247.48,1.00)","(608.73,236.95,1.00)","(489.58,305.77,1.00)","(427.98,319.02,1.00)","(431.07,250.93,0.98)","(636.34,306.31,1.00)","(699.09,327.62,1.00)","(684.92,232.99,1.00)","(897.37,304.26,1.00)","(883.06,362.39,1.00)","(861.40,308.72,1.00)","(928.90,326.94,1.00)","(827.18,372.23,1.00)","(800.62,299.97,0.99)","(847.63,284.47,0.73)","(956.86,381.61,0.99)","(994.22,346.04,1.00)","(984.71,274.29,1.00)","(1225.09,308.57,1.00)","(1219.37,363.97,1.00)","(1184.85,330.51,1.00)","(1247.80,322.85,1.00)","(1149.61,361.54,1.00)","(1105.80,335.11,1.00)","(1152.09,299.59,0.94)","(1256.18,350.20,0.99)","(1253.38,313.98,0.97)","(1246.20,258.92,1.00)"
